"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000057715",9.13832495025303,0.316365103115541,0.855360593919626,0.369861676308727,0.711485557553451,0.999946065340253
"ENSMUSG00000016918",5.83340900728452,-1.03433558647333,2.69248999325147,-0.384155777390379,0.700862992741533,0.999946065340253
"ENSMUSG00000005886",11.5061799076458,0.130689177228829,0.791397437691473,0.16513722562718,0.868835973407049,0.999946065340253
"ENSMUSG00000025935",6.47207407197081,-0.0883490906893116,1.02986355509736,-0.0857871804978666,0.931635597388467,0.999946065340253
"ENSMUSG00000025932",3.17902566131046,0.609677684103865,1.44805551833115,0.421031981430177,0.673731728595897,NA
"ENSMUSG00000073737",2.9908339301307,-0.56156994230169,1.46372581011021,-0.383657880747082,0.701232034175072,NA
"ENSMUSG00000092083",4.4151236618976,0.257903239030596,1.21204798296506,0.212783027285505,0.831496202856358,0.999946065340253
"ENSMUSG00000025925",2.67893774403262,1.35347723765104,1.59765301415441,0.847165952594153,0.396902628164985,NA
"ENSMUSG00000043716",144.863251528397,-0.283399425488187,0.276033388738004,-1.02668531072947,0.304568668339171,0.999946065340253
"ENSMUSG00000025921",5.12972574778209,0.633610797588938,1.17124224213635,0.540973314310477,0.58852597631229,0.999946065340253
"ENSMUSG00000025920",32.5271052267727,0.279047164416599,0.479164017274682,0.582362519631006,0.560322521848672,0.999946065340253
"ENSMUSG00000025939",11.5305989992366,0.243660349312702,0.776990755939199,0.313594914032373,0.753828722841401,0.999946065340253
"ENSMUSG00000079658",32.3491401743503,0.170252034368398,0.480892151209596,0.354033714087786,0.723313617214402,0.999946065340253
"ENSMUSG00000025940",15.1059475721168,0.345653162869598,0.694010638413413,0.498051677795315,0.618447618400561,0.999946065340253
"ENSMUSG00000042686",4.72170167525643,-0.232240799839438,1.1719653516147,-0.198163537445423,0.8429171146417,0.999946065340253
"ENSMUSG00000025777",17.1999610066788,0.601185450490539,0.637571474224103,0.942930282792459,0.345716564155989,0.999946065340253
"ENSMUSG00000025931",42.3076002555642,-0.0634021859823335,0.445943063409372,-0.142175517873525,0.886941369233314,0.999946065340253
"ENSMUSG00000025933",12.2007634336372,-0.256412214544018,0.762656448012192,-0.336209331491706,0.736713016577243,0.999946065340253
"ENSMUSG00000028033",13.9736086432538,0.396296072164297,0.707087270468967,0.560462744438121,0.575163844518334,0.999946065340253
"ENSMUSG00000041670",28.6880375682356,0.0243677430692513,0.506946101891627,0.048067719582664,0.961662272496259,0.999946065340253
"ENSMUSG00000026158",31.3410936064469,-0.129430352221736,0.511697901071482,-0.252942902346701,0.800312335897108,0.999946065340253
"ENSMUSG00000026156",6.79515157673632,-1.08384776998324,1.03192901049766,-1.05031233636948,0.293574535192313,0.999946065340253
"ENSMUSG00000026155",8.58804641113047,0.690003352259564,0.884074432862853,0.780481062013254,0.435107770359905,0.999946065340253
"ENSMUSG00000026154",7.41468465768666,-0.45135702904365,0.944478750327186,-0.477890083696739,0.632728439647037,0.999946065340253
"ENSMUSG00000026153",2.49020103966391,-2.06128705945792,1.73918099118686,-1.18520560534142,0.235936164237377,NA
"ENSMUSG00000101939",3.2311255629753,-0.751181495310611,1.41399563760467,-0.531247392377479,0.595247355492396,NA
